DATUM;PRIS;SUBSTANSVÄRDE;BERÄKNAT_SUBSTANSVÄRDE
2015-08-05;395.2;451;0
2015-08-06;392.2;451;0
2015-08-07;389.2;451;0
2015-08-10;401.8;451;0
2015-08-11;405.7;451;0
2015-08-12;394.7;451;0
2015-08-13;402.7;451;0
2015-08-14;406.5;451;0
2015-08-17;416;451;0
2015-08-18;418.1;451;0
2015-08-19;410.1;451;0
2015-08-20;403.2;451;0
2015-08-21;394;451;0
2015-08-24;378;451;0
2015-08-25;383;451;0
2015-08-26;388.9;451;0
2015-08-27;396.6;423;0
2015-08-28;398.4;423;0
2015-08-31;407.9;423;0
2015-09-01;398.3;423;0
2015-09-02;401.2;423;0
2015-09-03;409.2;423;0
2015-09-04;401.4;423;0
2015-09-07;404.3;423;0
2015-09-08;406.8;423;0
2015-09-09;411.1;423;0
2015-09-10;409.5;423;0
2015-09-11;408;423;0
2015-09-14;403.3;423;0
2015-09-15;401.7;423;0
2015-09-16;409.1;423;0
2015-09-17;408.8;423;0
2015-09-18;404.1;423;0
2015-09-21;406;423;0
2015-09-22;397.7;423;0
2015-09-23;401.4;423;0
2015-09-24;395.4;423;0
2015-09-25;401.9;423;0
2015-09-28;394.5;423;0
2015-09-29;394.8;423;0
2015-09-30;403.8;423;0
2015-10-01;398.8;423;0
2015-10-02;401.6;423;0
2015-10-05;410.8;423;0
2015-10-06;413.5;423;0
2015-10-07;409;423;0
2015-10-08;413.2;423;0
2015-10-09;416.9;423;0
2015-10-12;423.4;423;0
2015-10-13;417.4;423;0
2015-10-14;409.9;423;0
2015-10-15;411.5;423;0
2015-10-16;411.3;423;0
2015-10-19;414.4;423;0
2015-10-20;416.3;423;0
2015-10-21;410.9;423;0
2015-10-22;417.9;423;0
2015-10-23;426;423;0
2015-10-26;428.2;423;0
2015-10-27;428;423;0
2015-10-28;433.8;423;0
2015-10-29;433.6;423;0
2015-10-30;435.7;423;0
2015-11-02;436.8;423;0
2015-11-03;440.2;423;0
2015-11-04;445.8;423;0
2015-11-05;450.9;423;0
2015-11-06;455.7;423;0
2015-11-09;454.4;423;0
2015-11-10;451.8;423;0
2015-11-11;454.4;423;0
2015-11-12;451.3;423;0
2015-11-13;448.5;423;0
2015-11-16;450.2;423;0
2015-11-17;454.8;423;0
2015-11-18;452.1;423;0
2015-11-19;455.7;423;0
2015-11-20;454.8;423;0
2015-11-23;453.6;423;0
2015-11-24;449.2;423;0
2015-11-25;449.9;423;0
2015-11-26;453.1;419;0
2015-11-27;452.6;419;0
2015-11-30;466;419;0
2015-12-01;471.7;419;0
2015-12-02;476.9;419;0
2015-12-03;467.2;419;0
2015-12-04;467.7;419;0
2015-12-07;474.9;419;0
2015-12-08;465.1;419;0
2015-12-09;459.8;419;0
2015-12-10;458.4;419;0
2015-12-11;449.9;419;0
2015-12-14;448.5;419;0
2015-12-15;457.9;419;0
2015-12-16;456.9;419;0
2015-12-17;460.6;419;0
2015-12-18;457;419;0
2015-12-21;452.1;419;0
2015-12-22;452.8;419;0
2015-12-23;459.8;419;0
2015-12-24;459.8;419;0
2015-12-25;459.8;419;0
2015-12-28;461.6;419;0
2015-12-29;467.1;419;0
2015-12-30;467.4;419;0
2015-12-31;467.4;419;0
2016-01-01;467.4;419;0
2016-01-04;456.1;419;0
2016-01-05;456.3;419;0
2016-01-06;456.3;419;0
2016-01-07;441.8;419;0
2016-01-08;438.8;419;0
2016-01-11;435.7;419;0
2016-01-12;443.2;419;0
2016-01-13;443.5;419;0
2016-01-14;432.7;419;0
2016-01-15;423.1;419;0
2016-01-18;419.5;419;0
2016-01-19;426.1;419;0
2016-01-20;413.5;419;0
2016-01-21;418.1;419;0
2016-01-22;429.3;419;0
2016-01-25;430.7;419;0
2016-01-26;432;419;0
2016-01-27;431.4;419;0
2016-01-28;431.4;419;0
2016-01-29;437.8;419;0
2016-02-01;430.7;419;0
2016-02-02;428.5;419;0
2016-02-03;422.7;419;0
2016-02-04;422.4;419;0
2016-02-05;416.9;419;0
2016-02-08;400.3;419;0
2016-02-09;406.2;419;0
2016-02-10;411.7;419;0
2016-02-11;402.6;419;0
2016-02-12;410.3;419;0
2016-02-15;421.4;419;0
2016-02-16;416.2;419;0
2016-02-17;426;419;0
2016-02-18;426.2;419;0
2016-02-19;425.7;419;0
2016-02-22;431.2;419;0
2016-02-23;426.7;419;0
2016-02-24;427.3;419;0
2016-02-25;434.2;444;0
2016-02-26;436.3;444;0
2016-02-29;433;444;0
2016-03-01;440.7;444;0
2016-03-02;435.1;444;0
2016-03-03;433.3;444;0
2016-03-04;436.7;444;0
2016-03-07;432;444;0
2016-03-08;428.5;444;0
2016-03-09;429.3;444;0
2016-03-10;425.8;444;0
2016-03-11;431.7;444;0
2016-03-14;434.7;444;0
2016-03-15;432.3;444;0
2016-03-16;434.7;444;0
2016-03-17;434;444;0
2016-03-18;435.7;444;0
2016-03-21;438;444;0
